OBJECTID,SEG_ID,STREETNAME,ST_CODE,ONEWAY,CLASS,TYPE,Shape__Length
3635,420030,BELMONT  AVE,16760,B,2,Conventional,151.705842070258
3636,420098,BELMONT  AVE,16760,B,2,Conventional,527.678570217599
3637,420057,PARKSIDE  AVE,63040,B,3,Two Way Unprotected Bicycle Lane,87.7426313719284
3638,420053,PARKSIDE  AVE,63040,B,3,Two Way Unprotected Bicycle Lane,306.15555868445
3639,420031,PARKSIDE  AVE,63040,B,3,Two Way Unprotected Bicycle Lane,224.750758670577
3640,420039,PARKSIDE  AVE,63040,B,3,Two Way Unprotected Bicycle Lane,220.343082341453
3641,420018,PARKSIDE  AVE,63040,B,3,Two Way Unprotected Bicycle Lane,322.860968691954
3642,420011,PARKSIDE  AVE,63040,B,3,Two Way Unprotected Bicycle Lane,289.990713844112
3643,422454,PARKSIDE  AVE,63040,B,3,Two Way Unprotected Bicycle Lane,678.293126659533
3644,400860,PARKSIDE  AVE,63040,B,3,Two Way Unprotected Bicycle Lane,684.37459076594
3645,400020,N  52ND  ST,88820,B,3,Conventional,208.335103292006
3646,400040,N  52ND  ST,88820,B,2,Sharrow,215.373963436579
3647,420007,PARKSIDE  AVE,63040,B,3,Two Way Unprotected Bicycle Lane,283.268060220286
3648,422927,PARKSIDE  AVE,63040,B,3,Two Way Unprotected Bicycle Lane,756.649772579011
3649,400026,PARKSIDE  AVE,63040,B,3,Conventional,262.330478258339
3650,500167,AVENUE OF THE REPUBLIC   ,14220,B,4,Conventional,273.481009462417
3651,422928,PARKSIDE  AVE,63040,B,3,Two Way Unprotected Bicycle Lane,758.876901470163
3652,400846,N  52ND  ST,88820,B,2,Sharrow,696.954032654836
3653,400053,N  52ND  ST,88820,B,2,Sharrow,209.847734034907
3654,401465,JEFFERSON  ST,46020,B,3,Sharrow,418.131816448252
3655,400056,JEFFERSON  ST,46020,B,3,Sharrow,152.96372112842
3656,400050,JEFFERSON  ST,46020,B,3,Sharrow,153.193349406585
3657,401463,PARKSIDE  AVE,63040,B,3,Conventional,206.471301699636
3658,400044,JEFFERSON  ST,46020,B,3,Sharrow,139.868816089659
3659,500457,UPLAND  WAY,78980,B,4,Conventional,104.45620788398
3660,400126,LANCASTER  AVE,48900,B,2,Conventional,556.297059567614
3661,401404,LANCASTER  AVE,48900,B,2,Conventional,258.914711356513
3662,400849,LANCASTER  AVE,48900,B,2,Conventional,360.660778033306
3663,400166,LANCASTER  AVE,48900,B,2,Conventional,320.173716142743
3664,400101,LANCASTER  AVE,48900,B,2,Conventional,119.795371874128
3665,400110,LANCASTER  AVE,48900,B,2,Conventional,230.090971122494
3666,420575,LANCASTER  AVE,48900,B,2,Conventional,98.2718940621001
3667,420500,LANCASTER  AVE,48900,B,2,Conventional,369.622877497595
3668,420457,LANCASTER  AVE,48900,B,2,Conventional,125.908705137876
3669,420537,LANCASTER  AVE,48900,B,2,Conventional,334.445189216477
3670,420564,LANCASTER  AVE,48900,B,2,Conventional,242.307499756632
3671,421117,LANCASTER  AVE,48900,B,2,Conventional,393.91920438542
3672,421120,HAVERFORD  AVE,41240,B,3,Conventional,121.872626270687
3673,420617,HAVERFORD  AVE,41240,FT,3,Conventional,416.002526491938
3674,420610,HAVERFORD  AVE,41240,FT,3,Conventional,635.325973874914
3675,420597,HAVERFORD  AVE,41240,FT,3,Conventional,409.306830270084
3676,420585,HAVERFORD  AVE,41240,FT,3,Conventional,411.563836951572
3677,422856,HAVERFORD  AVE,41240,FT,3,Conventional,411.438371334498
3678,422655,N  38TH  ST,88540,FT,4,Conventional,204.219365852798
3679,420633,N  38TH  ST,88540,FT,4,Conventional,210.812641885715
3680,422657,SPRING GARDEN  ST,73800,TF,3,Two Way Unprotected Bicycle Lane,633.985770028566
3681,422654,N  38TH  ST,88540,FT,4,Conventional,278.261809841286
3682,420632,SPRING GARDEN  ST,73800,TF,3,Two Way Unprotected Bicycle Lane,410.585975431797
3683,420625,SPRING GARDEN  ST,73800,TF,3,Two Way Unprotected Bicycle Lane,410.507065750114
3684,420820,MARKET  ST,53560,B,3,Conventional,561.180815619008
3685,420814,MARKET  ST,53560,B,3,Conventional,284.524388976484
3686,420795,POWELTON  AVE,65460,B,3,Conventional,225.516662676496
3687,420791,POWELTON  AVE,65460,B,3,Conventional,225.085752247518
3688,420782,POWELTON  AVE,65460,B,3,Conventional,235.147473100901
3689,420779,POWELTON  AVE,65460,B,3,Conventional,180.455254862769
3690,420775,POWELTON  AVE,65460,B,3,Conventional,173.487324308361
3691,420943,WALNUT  ST,81140,FT,2,Paint Buffered,230.851251895483
3692,420939,WALNUT  ST,81140,FT,2,Paint Buffered,230.02825398471
3693,401559,RACE  ST,67120,FT,4,Conventional,210.944279558241
3694,401556,RACE  ST,67120,FT,4,Conventional,191.205782356281
3695,401585,RACE  ST,67120,FT,4,Conventional,180.313004980471
3696,400418,RACE  ST,67120,FT,4,Conventional,179.112788164577
3697,401706,RACE  ST,67120,FT,4,Conventional,152.790103909191
3698,401696,RACE  ST,67120,FT,4,Conventional,317.01741272187
3699,400410,N  57TH  ST,88950,B,3,Conventional,280.947800215689
3700,400855,N  57TH  ST,88950,B,3,Conventional,551.287478576821
3701,401711,ARCH  ST,13000,TF,4,Conventional,159.134876424711
3702,401713,ARCH  ST,13000,TF,4,Conventional,213.194367993566
3703,400506,MARKET  ST,53560,B,3,Conventional,182.207913102713
3704,400505,MARKET  ST,53560,B,3,Conventional,168.270776827595
3705,400503,MARKET  ST,53560,B,3,Conventional,151.108632001955
3706,400502,MARKET  ST,53560,B,3,Conventional,190.506345580951
3707,400481,MARKET  ST,53560,B,3,Conventional,210.226041962271
3708,400482,MARKET  ST,53560,B,3,Conventional,167.337458787397
3709,401757,MARKET  ST,53560,B,3,Conventional,182.739834775943
3710,400485,MARKET  ST,53560,B,3,Conventional,209.662812600449
3711,400471,MARKET  ST,53560,B,3,Conventional,217.112777281708
3712,400473,MARKET  ST,53560,B,3,Conventional,166.02246511199
3713,420912,WALNUT  ST,81140,FT,2,Paint Buffered,560.306534803569
3714,420904,WALNUT  ST,81140,FT,2,Paint Buffered,561.710156520444
3715,420896,WALNUT  ST,81140,FT,2,Paint Buffered,561.437451212448
3716,401888,WALNUT  ST,81140,FT,2,Paint Buffered,560.507789499575
3717,400556,WALNUT  ST,81140,FT,2,Paint Buffered,178.384068152813
3718,400554,WALNUT  ST,81140,FT,2,Paint Buffered,153.515990072042
3719,400552,WALNUT  ST,81140,FT,2,Paint Buffered,177.850990658388
3720,401818,WALNUT  ST,81140,FT,2,Paint Buffered,611.896648983357
3721,400549,WALNUT  ST,81140,FT,2,Paint Buffered,583.020726054695
3722,420984,S  48TH  ST,88750,B,3,Conventional,450.359043732809
3723,422562,S  48TH  ST,88750,B,3,Conventional,419.794809249931
3724,421003,S  44TH  ST,88670,FT,4,Conventional,451.692291659798
3725,420971,S  44TH  ST,88670,FT,4,Conventional,421.1958905797
3726,420930,WALNUT  ST,81140,FT,2,Paint Buffered,280.732898602054
3727,420933,WALNUT  ST,81140,FT,2,Paint Buffered,251.113392215914
3728,420927,WALNUT  ST,81140,FT,2,Paint Buffered,280.435601710656
3729,420923,WALNUT  ST,81140,FT,2,Paint Buffered,571.470873434025
3730,420916,S  40TH  ST,88590,FT,4,Conventional,275.425046669982
3731,420942,S  40TH  ST,88590,FT,4,Conventional,279.978205108244
3732,420925,CHESTNUT  ST,22820,TF,2,One Way Protected Bicycle Lane,662.397626536594
3733,420917,CHESTNUT  ST,22820,TF,2,One Way Protected Bicycle Lane,622.479968898639
3734,420893,S  43RD  ST,88650,TF,4,Conventional,274.409674792547
3735,422603,S  43RD  ST,88650,TF,4,Conventional,284.887153603317
3736,422605,N  43RD  ST,88640,FT,4,Conventional,257.632516449958
3737,422608,MARKET  ST,53560,B,2,Conventional,583.028638590161
3738,422606,POWELTON  AVE,65460,B,3,Conventional,225.316196271787
3739,420798,POWELTON  AVE,65460,B,3,Conventional,151.40789612957
3740,422614,N  40TH  ST,88580,TF,4,Conventional,266.01956473331
3741,420828,N  40TH  ST,88580,TF,4,Conventional,477.036903489722
3742,420768,LANCASTER  AVE,48900,B,2,Conventional,198.81718128419
3743,420777,LANCASTER  AVE,48900,B,2,Conventional,168.687749692664
3744,422155,N  40TH  ST,88580,TF,4,Conventional,452.30029486623
3745,422647,N  40TH  ST,88580,TF,4,Conventional,449.384727483916
3746,420134,BELMONT  AVE,16760,B,2,Conventional,274.289287778377
3747,420174,BELMONT  AVE,16760,B,2,Conventional,276.300210688039
3748,401273,N  57TH  ST,88950,B,3,Conventional,587.292319091574
3749,401420,N  57TH  ST,88950,B,3,Conventional,570.478881097026
3750,420296,LANCASTER  AVE,48900,B,2,Conventional,181.07978276518
3751,400034,PARKSIDE  AVE,63040,B,3,Conventional,322.849373500926
3752,400028,PARKSIDE  AVE,63040,B,3,Conventional,207.44594310868
3753,401424,N  57TH  ST,88950,B,3,Conventional,202.817324235363
3754,401427,N  57TH  ST,88950,B,3,Conventional,231.465572454119
3755,500399,LANCASTER  AVE,48900,B,2,Conventional,410.82480982524
3756,500392,LANCASTER  AVE,48900,B,2,Conventional,407.785757871998
3757,400444,N  57TH  ST,88950,B,3,Conventional,280.2284789883
3758,400459,N  57TH  ST,88950,B,3,Conventional,134.93356068484
3759,401671,N  57TH  ST,88950,B,3,Conventional,144.653872434395
3760,401728,RACE  ST,67120,FT,4,Conventional,132.785758409886
3761,400429,RACE  ST,67120,FT,4,Conventional,70.6591442739508
3762,400428,RACE  ST,67120,FT,4,Conventional,163.411660753526
3763,401627,RACE  ST,67120,FT,4,Conventional,183.721572221347
3764,400426,RACE  ST,67120,FT,4,Conventional,186.992976433555
3765,400422,RACE  ST,67120,FT,4,Conventional,186.900301292008
3766,400424,RACE  ST,67120,FT,4,Conventional,186.401698735613
3767,401944,HAVERFORD  AVE,41240,B,3,Conventional,178.077849725381
3768,401946,HAVERFORD  AVE,41240,B,3,Conventional,196.361308048341
3769,401581,RACE  ST,67120,FT,4,Conventional,98.1712372975414
3770,400414,RACE  ST,67120,FT,4,Conventional,69.5889025416485
3771,400461,ARCH  ST,13000,TF,4,Conventional,186.574771420891
3772,401738,ARCH  ST,13000,TF,4,Conventional,186.548069532643
3773,400486,MARKET  ST,53560,B,3,Conventional,163.767551741312
3774,400488,MARKET  ST,53560,B,3,Conventional,187.901442526357
3775,400476,MARKET  ST,53560,B,3,Conventional,197.085961730359
3776,400478,MARKET  ST,53560,B,3,Conventional,192.873513182288
3777,400492,MARKET  ST,53560,B,3,Conventional,166.859834206761
3778,400491,MARKET  ST,53560,B,3,Conventional,206.981112286113
3779,400496,MARKET  ST,53560,B,3,Conventional,583.452596889626
3780,400494,MARKET  ST,53560,B,3,Conventional,197.806710168363
3781,423126,N  40TH  ST,88580,TF,4,Conventional,16.5845522384992
3782,423132,MARKET  ST,53560,B,3,Conventional,63.0819787272863
3783,413671,ARCH  ST,13000,TF,4,Conventional,15.7805580960823
3784,413668,HAVERFORD  AVE,41240,B,3,Conventional,77.5908122652363
3785,400252,HAVERFORD  AVE,41240,B,3,Conventional,267.93164960798
3786,401545,HAVERFORD  AVE,41240,B,3,Conventional,229.648893967439
3787,400295,HAVERFORD  AVE,41240,B,3,Conventional,620.623883913109
3788,420815,POWELTON  AVE,65460,B,3,Conventional,240.979037921841
3789,621007,W  WALNUT  LN,81180,B,2,Conventional,967.428113769658
3790,401453,JEFFERSON  ST,46020,B,3,Sharrow,486.134511126449
3791,413672,N  54TH  ST,88870,B,3,Sharrow,213.152717604315
3792,401456,N  54TH  ST,88870,B,3,Sharrow,174.397753056193
3793,721918,OGONTZ  AVE,61180,B,2,Conventional,231.548407562177
3794,740042,W  OLNEY  AVE,61360,B,2,Sharrow,340.494666680472
3795,640149,W  WYOMING  AVE,85040,B,3,Conventional,278.680433858095
3796,640412,BELFIELD  AVE,16560,B,2,Conventional,689.308361422426
3797,640411,OLD YORK  RD,61300,B,4,Conventional,559.879618454185
3798,641280,W  ERIE  AVE,32000,B,2,Conventional,254.660760780458
3799,322529,S  22ND  ST,88220,TF,3,Conventional,235.13759963074
3800,401661,RACE  ST,67120,FT,4,Conventional,307.246239382321
3801,413674,RACE  ST,67120,FT,4,Conventional,264.343816576614
3802,641421,D  ST,27080,B,5,Conventional,1159.38224395695
3803,800009,GERMANTOWN  AVE,36660,B,2,Conventional,884.391035075027
3804,521387,RIDGE  AVE,68280,B,2,Sharrow,387.971859182009
3805,522330,RIDGE  AVE,68280,B,2,Sharrow,267.078397176959
3806,1060775,RED LION  RD,67640,B,2,Conventional,495.610845072732
3807,1060563,RED LION  RD,67640,B,2,Conventional,809.417642631481
3808,322815,LINDBERGH  BLVD,50820,B,2,Paint Buffered,614.52461384643
3809,320440,LINDBERGH  BLVD,50820,B,2,Paint Buffered,204.118556987492
3810,320443,LINDBERGH  BLVD,50820,B,2,Paint Buffered,342.172855183641
3811,221108,W  PASSYUNK  AVE,63240,B,2,Sharrow,28.208258028208
3812,640427,E  WYOMING  AVE,85020,B,3,Conventional,163.418821212808
3813,521316,RIDGE  AVE,68280,B,2,Sharrow,154.408734461566
3814,521318,RIDGE  AVE,68280,B,2,Sharrow,784.767943274553
3815,521381,RIDGE  AVE,68280,B,2,Sharrow,843.241310051787
3816,521317,RIDGE  AVE,68280,B,2,Sharrow,751.030058191446
3817,600256,MANAYUNK  AVE,53120,B,4,Sharrow,325.124373727317
3818,840471,OLD YORK  RD,61300,B,2,Conventional,585.222093177712
3819,840621,OLD YORK  RD,61300,B,2,Conventional,291.850325878307
3820,423138,N  20TH  ST,88170,B,3,Conventional,90.8938822412616
3821,423142,PARKSIDE  AVE,63040,FT,3,Conventional,199.183396525647
3822,420121,PARKSIDE  AVE,63040,B,3,Conventional,703.028984799224
3823,640860,RISING SUN  AVE,68600,B,2,Conventional,681.919391873179
3824,521399,W  LEHIGH  AVE,50000,B,2,Conventional,531.149049223922
3825,521398,W  LEHIGH  AVE,50000,B,2,Conventional,455.69017392712
3826,620961,FOX  ST,34840,B,3,Paint Buffered w Conventional,750.428026805392
3827,621797,FOX  ST,34840,B,3,Paint Buffered w Conventional,295.296128616532
3828,401942,HAVERFORD  AVE,41240,B,3,Conventional,516.739105031186
3829,323335,SPRUCE  ST,73960,FT,3,Paint Buffered,39.0585748875763
3830,500376,LANCASTER  AVE,48900,B,2,Conventional,276.300375790725
3831,500322,BRYN MAWR  AVE,19560,B,3,Conventional,1132.02399451162
3832,500046,N  54TH  ST,88870,B,3,Conventional,947.411863159717
3833,423145,S  34TH  ST,88470,FT,2,Conventional,222.147831865366
3834,423144,S  33RD  ST,88450,TF,2,Paint Buffered,289.551538034603
3835,700322,HENRY AVE  RAMP,9205,TF,9,Conventional,496.714580882709
3836,700538,HENRY AVE  RAMP,9205,TF,9,Conventional,487.926107956517
3837,860123,WELSH  RD,82240,B,3,Conventional,489.059533602625
3838,860111,WELSH  RD,82240,B,3,Paint Buffered,978.928219125456
3839,820068,OGONTZ  AVE,61180,B,2,Conventional,356.140377977039
3840,543515,RICHMOND  ST,68240,B,3,Conventional,427.179055481569
3841,543670,RICHMOND  ST,68240,B,3,Conventional,267.479069977023
3842,100197,S  84TH  ST,89710,TF,2,Conventional,1346.09848477944
3843,100067,S  84TH  ST,89710,FT,2,Conventional,716.701970540343
3844,100066,S  84TH  ST,89710,FT,2,Conventional,1225.72097489338
3845,722162,E  HAINES  ST,39920,TF,4,Conventional,383.754522524635
3846,720057,E  HAINES  ST,39920,TF,4,Conventional,391.470257415221
3847,441324,CALLOWHILL  ST,20880,FT,2,Conventional,398.605635170527
3848,441923,CALLOWHILL  ST,20880,FT,2,Conventional,25.1166389463281
3849,441924,CALLOWHILL  ST,20880,FT,2,Conventional,29.2497904672594
3850,720049,E  CHELTEN  AVE,22560,B,2,Conventional,350.533682057772
3851,722161,E  CHELTEN  AVE,22560,B,2,Conventional,657.660580311005
3852,441703,N  5TH  TUNL,87905,FT,2,One Way Protected Bicycle Lane,1578.57625016017
3853,521437,CHAMOUNIX  DR,22240,B,3,Conventional,1672.33606692084
3854,500290,N  57TH  ST,88950,B,3,Conventional,162.549181537526
3855,1060668,NORTHEAST  BLVD,60185,B,3,Conventional,466.877939725742
3856,1060675,NORTHEAST  BLVD,60185,B,4,Conventional,357.605607691647
3857,1060669,NORTHEAST  BLVD,60185,B,3,Conventional,358.984319857591
3858,421118,LANCASTER  AVE,48900,B,2,Conventional,145.877231974688
3859,421115,LANCASTER  AVE,48900,B,2,Conventional,453.028510226297
3860,441937,ARCH  ST,13000,FT,3,Sharrow,180.677126172278
3861,441936,ARCH  ST,13000,FT,3,Sharrow,92.0436689632443
3862,440386,ARCH  ST,13000,FT,3,Sharrow,274.644835846409
3863,323422,S  22ND  ST,88220,TF,3,Conventional,237.39547807149
3864,323423,S  22ND  ST,88220,TF,3,Conventional,100.125939204497
3865,821679,OGONTZ  AVE,61180,B,2,Conventional,181.098027642117
3866,621128,MIDVALE  AVE,55940,B,3,Sharrow,99.1584746560916
3867,960870,VERREE  RD,79980,B,2,Conventional,518.183745708121
3868,960871,VERREE  RD,79980,B,2,Conventional,766.127781464402
3869,1060500,VERREE  RD,79980,B,2,Conventional,194.688584070887
3870,1060499,VERREE  RD,79980,B,2,Conventional,910.972856523793
3871,441951,N  13TH  ST,88050,FT,4,Sharrow,225.410430132474
3872,441953,N  13TH  ST,88050,FT,4,Sharrow,336.763732440546
3873,621104,RIDGE  AVE,68280,B,2,Sharrow,148.486382620468
3874,641345,KENSINGTON  AVE,47420,B,3,Conventional,175.886635779939
3875,600672,MANAYUNK  AVE,53120,B,4,Sharrow,300.299782632154
3876,413696,HAVERFORD  AVE,41240,B,3,Conventional,159.229919918233
3877,342429,PINE  ST,64820,TF,3,Paint Buffered,262.875318215867
3878,342428,PINE  ST,64820,TF,3,Paint Buffered,184.12540389693
3879,441976,CALLOWHILL  ST,20880,FT,2,Conventional,434.984177534708
3880,441162,N  6TH  ST,87910,TF,2,Conventional,364.647396507032
3881,441977,CALLOWHILL  ST,20880,FT,2,Sharrow,456.631832867262
3882,120094,ISLAND  AVE,45120,B,2,Paint Buffered w Conventional,64.7753803479349
3883,520056,W  DAUPHIN  DR,27510,B,4,Paint Buffered,707.315097138571
3884,740901,E  TABOR  RD,76520,B,3,Conventional,202.299791942274
3885,740893,E  TABOR  RD,76520,B,3,Conventional,140.701054861095
3886,742801,E  TABOR  RD,76520,B,3,Conventional,152.177135435107
3887,413705,LANCASTER  AVE,48900,B,2,Conventional,760.201964185942
3888,413710,HAVERFORD  AVE,41240,B,3,Conventional,266.432227121557
3889,500569,CONSHOHOCKEN  AVE,24880,B,3,Conventional,541.468299959883
3890,423172,SEDGELEY  DR,71480,B,3,Conventional,980.101942559691
3891,722185,OLD YORK  RD,61300,B,2,Conventional,101.272650400319
3892,722186,OLD YORK  RD,61300,B,2,Conventional,248.481239704393
3893,660250,ARAMINGO  AVE,12900,B,2,Conventional,663.232930600698
3894,441848,N  DELAWARE  AVE,28000,FT,2,Conventional,308.384530077851
3895,420977,WALNUT  ST,81140,FT,2,Paint Buffered,535.680820821792
3896,422149,WALNUT  ST,81140,FT,2,Paint Buffered,763.381757531877
3897,422129,WALNUT  ST,81140,FT,2,Paint Buffered,561.177320632583
3898,422061,SPRUCE  ST,73960,B,3,Conventional,556.601035318292
3899,423105,SPRUCE  ST,73960,B,3,Conventional,545.458743849693
3900,1080579,TOWNSEND  RD,77660,B,5,Conventional,3099.47530700102
3901,442003,N  DELAWARE  AVE,28000,B,2,Conventional,128.847911908816
3902,442006,N  CHRISTOPHER COLUMBUS  BLVD,23050,B,2,Two Way Protected Bicycle Lane,67.9354462825651
3903,423195,SPRUCE  ST,73960,FT,3,Paint Buffered,457.824159329019
3904,423196,S  15TH  ST,88080,FT,3,Sharrow,527.156804915489
3905,441896,N  11TH  ST,88010,FT,4,Conventional,155.311627511284
3906,440101,N  11TH  ST,88010,FT,4,Conventional,196.702424588871
3907,440092,N  12TH  ST,88030,TF,4,Conventional,186.6946063894
3908,621194,W  ALLEGHENY  AVE,12060,B,2,Conventional,491.436794009494
3909,620239,W  ALLEGHENY  AVE,12060,B,2,Conventional,504.598799805079
3910,1080580,THORNTON  RD,77200,B,3,Conventional,1483.35486623593
3911,1080581,THORNTON  RD,77200,B,3,Conventional,258.299753877888
3912,600234,RIDGE  AVE,68280,B,2,Sharrow,404.233500333457
3913,621035,RIDGE  AVE,68280,B,2,Sharrow,304.888957579725
3914,422215,SPRING GARDEN  ST,73800,TF,2,Conventional,489.47589652145
3915,422035,SPRING GARDEN  ST,73800,FT,2,Conventional,523.143028067828
3916,441826,SPRING GARDEN  ST,73800,FT,2,Conventional,453.925232656724
3917,441825,N  22ND  ST,88210,FT,3,Conventional,37.0751293184019
3918,441824,SPRING GARDEN  ST,73800,FT,2,Conventional,451.584640998634
3919,420518,SPRING GARDEN  ST,73800,TF,2,Conventional,451.299785498631
3920,421823,PENNSYLVANIA  AVE,63960,B,3,Paint Buffered,291.976281397656
3921,422375,SPRING GARDEN  ST,73800,FT,2,Conventional,291.867618938604
3922,422376,SPRING GARDEN  ST,73800,FT,2,Conventional,411.470233682346
3923,423201,LANCASTER  AVE,48900,B,2,Conventional,319.493878274149
3924,100184,TINICUM  BLVD,77365,B,5,Conventional,559.184222035832
3925,100192,BARTRAM  AVE,16120,B,2,Conventional,559.454111934959
3926,100185,TINICUM  BLVD,77365,B,5,Conventional,511.007181425648
3927,100193,BARTRAM  AVE,16120,B,2,Conventional,513.012084174793
3928,100070,BARTRAM  AVE,16120,B,2,Conventional,641.035329084929
3929,442017,N  13TH  ST,88050,FT,4,Sharrow,218.098755702018
3930,342452,SNYDER  AVE,73220,B,2,Conventional,546.16178995618
3931,700573,HENRY  AVE,41960,B,2,Conventional,592.779672463566
3932,700574,HENRY  AVE,41960,B,2,Conventional,398.140862687075
3933,960879,VERREE  RD,79980,B,2,Conventional,1058.62107376776
3934,960880,VERREE  RD,79980,B,2,Conventional,124.059159638833
3935,742822,RISING SUN  AVE,68600,B,2,Conventional,777.397859460223
3936,1060789,RED LION  RD,67640,B,2,Conventional,997.853664411215
3937,1060790,RED LION  RD,67640,B,2,Conventional,1311.99993603279
3938,722188,W  WALNUT  LN,81180,B,2,Conventional,632.429119191087
3939,722189,W  WALNUT  LN,81180,B,2,Conventional,232.201287046321
3940,960882,GRANT  AVE,38120,B,2,Paint Buffered,2376.38975805369
3941,960883,GRANT  AVE,38120,B,2,Paint Buffered,1289.20829002146
3942,800387,RIDGE  AVE,68280,B,2,Conventional,284.182201335197
3943,800388,RIDGE  AVE,68280,B,2,Conventional,228.682252241293
3944,980602,ACADEMY  RD,11200,B,2,Conventional,662.473140997695
3945,980603,ACADEMY  RD,11200,B,2,Conventional,681.095413763834
3946,980604,ACADEMY  RD,11200,B,2,Conventional,1427.58708756843
3947,621873,MIDVALE  AVE,55940,B,3,Conventional w Sharrows,1092.74652765468
3948,621845,MIDVALE  AVE,55940,B,3,Conventional w Sharrows,402.854962056676
3949,240765,OREGON  AVE,61560,B,2,Conventional,261.180622838142
3950,240766,OREGON  AVE,61560,B,2,Conventional,204.935464345591
3951,621879,RIDGE  AVE,68280,B,2,Sharrow,517.764726147527
3952,722195,W  OLNEY  AVE,61360,B,2,Conventional,456.264843672575
3953,722196,W  OLNEY  AVE,61360,B,2,Conventional,401.071967108583
3954,321032,S  21ST  ST,88200,FT,4,Sharrow,134.102255491357
3955,321033,S  21ST  ST,88200,FT,4,Sharrow,70.8501572609254
3956,321034,S  21ST  ST,88200,FT,4,Sharrow,71.9957924656372
3957,321035,S  21ST  ST,88200,FT,4,Sharrow,93.6960338931848
3958,320937,S  15TH  ST,88080,FT,4,Sharrow,179.083250503532
3959,440674,N  13TH  ST,88050,FT,4,Sharrow,58.1966119931811
3960,440673,N  13TH  ST,88050,FT,4,Sharrow,145.531067840898
3961,742828,RISING SUN  AVE,68600,B,3,Conventional,341.107878568453
3962,742829,RISING SUN  AVE,68600,B,3,Conventional,870.980478367488
3963,442022,S  CHRISTOPHER COLUMBUS  BLVD,23055,B,2,Conventional,222.401980042519
3964,442023,S  CHRISTOPHER COLUMBUS  BLVD,23055,B,2,Conventional,476.15642298774
3965,722198,OGONTZ  AVE,61180,B,2,Conventional,561.411505677675
3966,722199,OGONTZ  AVE,61180,B,2,Conventional,694.067661134324
3967,980585,STATE  RD,74440,B,2,Conventional,657.967515114052
3968,880044,STATE  RD,74440,B,2,Conventional,784.363649253862
3969,441968,SPRUCE  ST,73960,FT,3,Paint Buffered,220.651202604466
3970,441693,SPRUCE  ST,73960,FT,3,Paint Buffered,226.983418777329
3971,840627,OLD YORK  RD,61300,B,2,Conventional,563.73422990322
3972,742833,OLD YORK  RD,61300,B,2,Conventional,221.835039553514
3973,342473,WASHINGTON  AVE,81560,B,2,Conventional,596.307639798471
3974,423205,N  18TH  ST,88130,FT,3,Sharrow,377.86477151044
3975,220251,PENROSE  AVE,64080,B,2,Conventional,1039.81011492138
3976,220330,S  20TH  ST,88180,B,3,Paint Buffered,997.991169892995
3977,440393,MARKET  ST,53560,B,2,Bus Bike Lane,331.482200839574
3978,422422,BENJAMIN FRANKLIN  PKWY,16880,TF,2,Conventional,572.522881300575
3979,422400,MARTIN LUTHER KING  DR,54110,TF,2,Conventional,312.044933722019
3980,541579,E  LEHIGH  AVE,49980,B,2,Conventional,391.805196931942
3981,541451,E  LEHIGH  AVE,49980,B,2,Conventional,224.784017436926
3982,100209,S  84TH  ST,89710,TF,2,Conventional,1642.67183982535
3983,100210,S  84TH  ST,89710,FT,2,Conventional,1634.13302962889
3984,100208,MARIO LANZA  BLVD,53490,B,4,Conventional,2260.91130843071
3985,442032,N  12TH  ST,88030,TF,4,Conventional,168.676322882306
3986,442033,N  12TH  ST,88030,TF,4,Conventional,250.82049427859
3987,442034,N  12TH  ST,88030,TF,4,Conventional,223.713462623964
3988,442056,N  11TH  ST,88010,FT,4,Conventional,220.947939435841
3989,442057,N  11TH  ST,88010,FT,4,Conventional,226.234924548996
3990,342498,E  MOYAMENSING  AVE,57320,FT,4,Conventional,335.574924861916
3991,342499,E  MOYAMENSING  AVE,57320,FT,4,Conventional,75.9255834830069
3992,342490,S  CHRISTOPHER COLUMBUS  BLVD,23055,B,2,Conventional,597.962461280756
3993,342491,S  CHRISTOPHER COLUMBUS  BLVD,23055,B,2,Conventional,104.129561369886
3994,342484,WASHINGTON  AVE,81560,B,2,Paint Buffered w Conventional,343.099423301298
3995,342485,WASHINGTON  AVE,81560,B,2,Paint Buffered w Conventional,257.668571027245
3996,342486,WASHINGTON  AVE,81560,B,2,Conventional w Sharrows,454.780592876707
3997,342487,WASHINGTON  AVE,81560,B,2,Conventional w Sharrows,243.99958072069
3998,342489,WASHINGTON  AVE,81560,B,2,Conventional w Sharrows,450.302765087759
3999,342488,WASHINGTON  AVE,81560,B,2,Conventional w Sharrows,308.836572744021
4000,342509,WASHINGTON  AVE,81560,B,2,Conventional,457.595493515668
4001,860663,GLENDALE  AVE,37160,B,4,Conventional,791.311038816411
4002,540975,KENSINGTON  AVE,47420,B,3,Conventional,259.345816982985
4003,541048,KENSINGTON  AVE,47420,B,3,Conventional,363.556588808788
4004,401923,SPRUCE  ST,73960,B,3,Conventional,209.587273508466
4005,960892,HALDEMAN  AVE,39980,B,3,Conventional,270.501966984909
4006,960893,HALDEMAN  AVE,39980,B,3,Conventional,627.602712111564
4007,642592,N  5TH  ST,87890,B,3,Conventional,226.833073625285
4008,422385,KELLY  DR,47190,TF,2,Conventional,606.806141715593
4009,422387,KELLY  DR,47190,FT,2,Conventional,766.130536119898
4010,422711,HAVERFORD  AVE,41240,B,3,Conventional,589.652778669854
