X,Y,OBJECTID,BLOCK_NAME,ZIP_CODE,YEAR,COMMENTS,DATA_SOURCE
-75.1145206760321,39.997145019398,55,800 Block of E HILTON ST,19134,2020,,2020 Playstreets Program
-75.1773320627471,39.9977039483475,56,2700 Block of N NEWKIRK ST,19132,2020,,2020 Playstreets Program
-75.1623372382283,39.991023988936,57,2400 Block of N CLEVELAND ST,19132,2020,,2020 Playstreets Program
-75.2393599245398,39.9541491195345,58,5800 Block of ADDISON ST,19143,2020,,2020 Playstreets Program
-75.1255109741655,40.0385389030049,59,200 Block of FURLEY ST,19120,2020,,2020 Playstreets Program
-75.1700250245483,39.9967631083123,60,2700 Block of JUDSON ST,19132,2020,,2020 Playstreets Program
-75.1395302699396,39.9817352786417,61,2000 Block of N 3RD ST,19122,2020,,2020 Playstreets Program
-75.2227636875641,39.9427338130201,62,1100 Block of S WILTON ST,19143,2020,,2020 Playstreets Program
-75.184034981283,39.9770949177898,63,1300 Block of N MYRTLEWOOD ST,19121,2020,,2020 Playstreets Program
-75.2162139464895,39.9393046206583,64,1400 Block of S PAXON ST,19143,2020,,2020 Playstreets Program
-75.2253603151733,39.9389075476412,65,1400 Block of S VOGDES ST,19143,2020,,2020 Playstreets Program
-75.1464776005275,39.9750359591924,66,1500 Block of N MARSHALL ST,19122,2020,,2020 Playstreets Program
-75.1870550551924,39.9335177991074,67,1500 Block of S STILLMAN ST,19146,2020,,2020 Playstreets Program
-75.1637563862237,39.9700868226241,68,1600 Block of OGDEN ST,19130,2020,,2020 Playstreets Program
-75.1804228607877,39.9837323506979,69,1800 Block of N NEWKIRK ST,19121,2020,,2020 Playstreets Program
-75.1778026394578,39.9836244021123,70,1800 Block of N TANEY ST,19121,2020,,2020 Playstreets Program
-75.2270156114822,39.9358283460003,71,1900 Block of S ALDEN ST,19143,2020,,2020 Playstreets Program
-75.1581164009889,40.0177568939261,72,1900 Block of BONITZ ST,19140,2020,,2020 Playstreets Program
-75.1853205242462,39.9861157250642,73,1900 Block of N PATTON ST,19121,2020,,2020 Playstreets Program
-75.1289525497075,40.0258159258526,74,200 Block of SULIS ST,19120,2020,,2020 Playstreets Program
-75.0657945790498,40.0165047952814,75,2000 Block of CARVER ST,19124,2020,,2020 Playstreets Program
-75.166742359166,40.0088573019861,76,2300 Block of W ATLANTIC ST,19140,2020,,2020 Playstreets Program
-75.1604410040972,39.9923019272075,77,2500 Block of N COLORADO ST,19132,2020,,2020 Playstreets Program
-75.1767700968535,39.9944160433037,78,2500 Block of N MARSTON ST,19132,2020,,2020 Playstreets Program
-75.2277974920015,39.9234478809655,79,2500 Block of S GROSS ST,19142,2020,,2020 Playstreets Program
-75.1729728697445,39.9971703267049,80,2500 Block of W SILVER ST,19132,2020,,2020 Playstreets Program
-75.1328534804713,39.9935434432613,81,2800 Block of MUTTER ST,19133,2020,,2020 Playstreets Program
-75.1268707688399,39.9943087785763,82,2900 Block of KIP ST,19134,2020,,2020 Playstreets Program
-75.1507806812682,39.9973438709996,83,2900 Block of N CAMAC ST,19133,2020,,2020 Playstreets Program
-75.1203151406723,39.9949950081693,84,3000 Block of HARTVILLE ST,19134,2020,,2020 Playstreets Program
-75.1196480936485,39.9981271265163,85,3200 Block of HARTVILLE ST,19134,2020,,2020 Playstreets Program
-75.129634707433,39.9993884836444,86,3200 Block of HOPE ST,19140,2020,,2020 Playstreets Program
-75.125866460026,40.0020448008445,87,3400 Block of ELLA ST,19134,2020,,2020 Playstreets Program
-75.1239649446983,40.001825364469,88,3400 Block of ORMES ST,19134,2020,,2020 Playstreets Program
-75.1486301229959,40.0081015067334,89,3600 Block of N CAMAC ST,19140,2020,,2020 Playstreets Program
-75.1428229228323,40.0105703111302,90,3800 Block of N PERCY ST,19140,2020,,2020 Playstreets Program
-75.0918850954461,40.0096243326718,91,4200 Block of GRISCOM ST,19124,2020,,2020 Playstreets Program
-75.0873290221972,40.008629596941,92,4200 Block of ORCHARD ST,19124,2020,,2020 Playstreets Program
-75.1322077100126,40.0250138409161,93,4800 Block of N LAWRENCE ST,19120,2020,,2020 Playstreets Program
-75.1369333230211,40.0270901794456,94,4900 Block of N FRANKLIN ST,19120,2020,,2020 Playstreets Program
-75.1393508034976,40.0274035838438,95,4900 Block of N HUTCHINSON ST,19141,2020,,2020 Playstreets Program
-75.2239544349055,39.9689714913486,96,500 Block of N PAXON ST,19131,2020,,2020 Playstreets Program
-75.1406928319187,39.992974531463,97,2700 Block of N REESE ST,19133,2020,,2020 Playstreets Program
-75.229774976526,39.9444143732471,98,5400 Block of MALCOLM ST,19143,2020,,2020 Playstreets Program
-75.1694855961643,40.0377552003765,99,5500 Block of HEISKELL ST,19144,2020,,2020 Playstreets Program
-75.1178635294441,39.9995060713201,100,600 Block of E WENSLEY ST,19134,2020,,2020 Playstreets Program
-75.1448302235148,39.9963376606194,101,800 Block of W BIRCH ST,19133,2020,,2020 Playstreets Program
-75.1114309509268,40.0004032622279,102,900 Block of E SCHILLER ST,19134,2020,,2020 Playstreets Program
-75.1738056643724,39.9330749929181,103,1400 Block of S BOUVIER ST,19146,2020,,2020 Playstreets Program
-75.1268091894128,40.0241861469665,104,4800 Block of PALETHORP ST,19120,2020,,2020 Playstreets Program
-75.1760792467861,39.9818294961766,105,1700 Block of N STILLMAN ST,19121,2020,,2020 Playstreets Program
-75.1755119803207,39.9867241658114,106,2000 Block of N BAMBREY ST,19121,2020,,2020 Playstreets Program
-75.1734156690008,39.9801691227342,107,2300 Block of NICHOLAS ST,19121,2020,,2020 Playstreets Program
-75.1869619916115,39.9832132151301,108,3200 Block of CLIFFORD ST,19121,2020,,2020 Playstreets Program
-75.1603666038884,39.986330785062,109,1600 Block of FRENCH ST,19121,2020,,2020 Playstreets Program
-75.1450946675559,39.9824515260271,110,2000 Block of N MARSHALL ST,19122,2020,,2020 Playstreets Program
-75.0895375248814,40.033472262783,111,900 Block of CARVER ST,19124,2020,,2020 Playstreets Program
-75.0745250178046,40.015802517448,112,1900 Block of WAKELING ST,19124,2020,,2020 Playstreets Program
-75.0819459629853,40.0132931855592,113,4600 Block of HAWTHORNE ST,19124,2020,,2020 Playstreets Program
-75.1486440130128,40.0553234583819,114,6600 Block of N GRATZ ST,19126,2020,,2020 Playstreets Program
